"table_column_name","description"
S040342,New Commonwealth// Males// Persons
S040343,New Commonwealth// Females// Persons
S040344,Eastern Africa// TOTAL: Sex// Persons
S040345,Eastern Africa// Males// Persons
S040346,Eastern Africa// Females// Persons
S040347,Other Africa// TOTAL: Sex// Persons
S040348,Other Africa// Males// Persons
S040349,Other Africa// Females// Persons
S040350,Caribbean// TOTAL: Sex// Persons
S040351,Caribbean// Males// Persons
S040352,Caribbean// Females// Persons
S040353,India// TOTAL: Sex// Persons
S040354,India// Males// Persons
S040355,India// Females// Persons
S040356,Bangladesh// TOTAL: Sex// Persons
S040357,Bangladesh// Males// Persons
S040358,Bangladesh// Females// Persons
S040359,Far East// TOTAL: Sex// Persons
S040360,Far East// Males// Persons
S040361,Far East// Females// Persons
S040362,Mediterranean// TOTAL: Sex// Persons
S040363,Mediterranean// Males// Persons
S040364,Mediterranean// Females// Persons
S040365,Remainder// TOTAL: Sex// Persons
S040366,Remainder// Males// Persons
S040367,Remainder// Females// Persons
S040368,Pakistan// TOTAL: Sex// Persons
S040369,Pakistan// Males// Persons
S040370,Pakistan// Females// Persons
S040371,Other European Community// TOTAL: Sex// Persons
S040372,Other European Community// Males// Persons
S040373,Other European Community// Females// Persons
S040374,Other Europe// TOTAL: Sex// Persons
S040375,Other Europe// Males// Persons
S040376,Other Europe// Females// Persons
S040377,Rest of the World// TOTAL: Sex// Persons
S040378,Rest of the World// Males// Persons
S040379,Rest of the World// Females// Persons
S050380,"Age 16 and over// TOTAL: Economic Activity// TOTAL: Marital Status// TOTAL: Sex// Persons// Households with residents, residents in households"
S050381,"Age 16 and over// TOTAL: Economic Activity// TOTAL: Marital Status// Males// Persons// Households with residents, residents in households"
S050382,"Age 16 and over// TOTAL: Economic Activity// Single, Widowed or Divorced// Males// Persons// Households with residents, residents in households"
S050383,"Age 16 and over// TOTAL: Economic Activity// Married// Males// Persons// Households with residents, residents in households"
S050384,"Age 16 and over// TOTAL: Economic Activity// TOTAL: Marital Status// Females// Persons// Households with residents, residents in households"
S050385,"Age 16 and over// TOTAL: Economic Activity// Single, Widowed or Divorced// Females// Persons// Households with residents, residents in households"
S050386,"Age 16 and over// TOTAL: Economic Activity// Married// Females// Persons// Households with residents, residents in households"
S050387,"Age 16 and over// Economically Active// TOTAL: Marital Status// TOTAL: Sex// Persons// Households with residents, residents in households"
S050388,"Age 16 and over// Economically Active// TOTAL: Marital Status// Males// Persons// Households with residents, residents in households"
S050389,"Age 16 and over// Economically Active// Single, Widowed or Divorced// Males// Persons// Households with residents, residents in households"
S050390,"Age 16 and over// Economically Active// Married// Males// Persons// Households with residents, residents in households"
S050391,"Age 16 and over// Economically Active// TOTAL: Marital Status// Females// Persons// Households with residents, residents in households"
S050392,"Age 16 and over// Economically Active// Single, Widowed or Divorced// Females// Persons// Households with residents, residents in households"
S050393,"Age 16 and over// Economically Active// Married// Females// Persons// Households with residents, residents in households"
S050394,"Age 16 and over// Working// TOTAL: Marital Status// TOTAL: Sex// Persons// Households with residents, residents in households"
S050395,"Age 16 and over// Working// TOTAL: Marital Status// Males// Persons// Households with residents, residents in households"
S050396,"Age 16 and over// Working// Single, Widowed or Divorced// Males// Persons// Households with residents, residents in households"
S050397,"Age 16 and over// Working// Married// Males// Persons// Households with residents, residents in households"
S050398,"Age 16 and over// Working// TOTAL: Marital Status// Females// Persons// Households with residents, residents in households"
S050399,"Age 16 and over// Working// Single, Widowed or Divorced// Females// Persons// Households with residents, residents in households"
S050400,"Age 16 and over// Working// Married// Females// Persons// Households with residents, residents in households"
S050401,"Age 16 and over// Seeking Work// TOTAL: Marital Status// TOTAL: Sex// Persons// Households with residents, residents in households"
S050402,"Age 16 and over// Seeking Work// TOTAL: Marital Status// Males// Persons// Households with residents, residents in households"
S050403,"Age 16 and over// Seeking Work// Single, Widowed or Divorced// Males// Persons// Households with residents, residents in households"
S050404,"Age 16 and over// Seeking Work// Married// Males// Persons// Households with residents, residents in households"
S050405,"Age 16 and over// Seeking Work// TOTAL: Marital Status// Females// Persons// Households with residents, residents in households"
S050406,"Age 16 and over// Seeking Work// Single, Widowed or Divorced// Females// Persons// Households with residents, residents in households"
S050407,"Age 16 and over// Seeking Work// Married// Females// Persons// Households with residents, residents in households"
S050408,"Age 16 and over// Temporarily Sick// TOTAL: Marital Status// TOTAL: Sex// Persons// Households with residents, residents in households"
S050409,"Age 16 and over// Temporarily Sick// TOTAL: Marital Status// Males// Persons// Households with residents, residents in households"
S050410,"Age 16 and over// Temporarily Sick// Single, Widowed or Divorced// Males// Persons// Households with residents, residents in households"
S050411,"Age 16 and over// Temporarily Sick// Married// Males// Persons// Households with residents, residents in households"
S050412,"Age 16 and over// Temporarily Sick// TOTAL: Marital Status// Females// Persons// Households with residents, residents in households"
S050413,"Age 16 and over// Temporarily Sick// Single, Widowed or Divorced// Females// Persons// Households with residents, residents in households"
S050414,"Age 16 and over// Temporarily Sick// Married// Females// Persons// Households with residents, residents in households"
S050415,"Age 16 and over// Economically Inactive// TOTAL: Marital Status// TOTAL: Sex// Persons// Households with residents, residents in households"
S050416,"Age 16 and over// Economically Inactive// TOTAL: Marital Status// Males// Persons// Households with residents, residents in households"
S050417,"Age 16 and over// Economically Inactive// Single, Widowed or Divorced// Males// Persons// Households with residents, residents in households"
S050418,"Age 16 and over// Economically Inactive// Married// Males// Persons// Households with residents, residents in households"
S050419,"Age 16 and over// Economically Inactive// TOTAL: Marital Status// Females// Persons// Households with residents, residents in households"
S050420,"Age 16 and over// Economically Inactive// Single, Widowed or Divorced// Females// Persons// Households with residents, residents in households"
S050421,"Age 16 and over// Economically Inactive// Married// Females// Persons// Households with residents, residents in households"
S050422,"Age 16 and over// Permanantly sick// TOTAL: Marital Status// TOTAL: Sex// Persons// Households with residents, residents in households"
S050423,"Age 16 and over// Permanantly sick// TOTAL: Marital Status// Males// Persons// Households with residents, residents in households"
S050424,"Age 16 and over// Permanantly sick// Single, Widowed or Divorced// Males// Persons// Households with residents, residents in households"
S050425,"Age 16 and over// Permanantly sick// Married// Males// Persons// Households with residents, residents in households"
S050426,"Age 16 and over// Permanantly sick// TOTAL: Marital Status// Females// Persons// Households with residents, residents in households"
S050427,"Age 16 and over// Permanantly sick// Single, Widowed or Divorced// Females// Persons// Households with residents, residents in households"
S050428,"Age 16 and over// Permanantly sick// Married// Females// Persons// Households with residents, residents in households"
S050429,"Age 16 and over// Retired// TOTAL: Marital Status// TOTAL: Sex// Persons// Households with residents, residents in households"
S050430,"Age 16 and over// Retired// TOTAL: Marital Status// Males// Persons// Households with residents, residents in households"
S050431,"Age 16 and over// Retired// Single, Widowed or Divorced// Males// Persons// Households with residents, residents in households"
S050432,"Age 16 and over// Retired// Married// Males// Persons// Households with residents, residents in households"
S050433,"Age 16 and over// Retired// TOTAL: Marital Status// Females// Persons// Households with residents, residents in households"
S050434,"Age 16 and over// Retired// Single, Widowed or Divorced// Females// Persons// Households with residents, residents in households"
S050435,"Age 16 and over// Retired// Married// Females// Persons// Households with residents, residents in households"
S050436,"Age 16 and over// Student// TOTAL: Marital Status// TOTAL: Sex// Persons// Households with residents, residents in households"
S050437,"Age 16 and over// Student// TOTAL: Marital Status// Males// Persons// Households with residents, residents in households"
S050438,"Age 16 and over// Student// Single, Widowed or Divorced// Males// Persons// Households with residents, residents in households"
S050439,"Age 16 and over// Student// Married// Males// Persons// Households with residents, residents in households"
S050440,"Age 16 and over// Student// TOTAL: Marital Status// Females// Persons// Households with residents, residents in households"
S050441,"Age 16 and over// Student// Single, Widowed or Divorced// Females// Persons// Households with residents, residents in households"
S050442,"Age 16 and over// Student// Married// Females// Persons// Households with residents, residents in households"
S050443,"Age 16 and over// Other inactive// TOTAL: Marital Status// TOTAL: Sex// Persons// Households with residents, residents in households"
S050444,"Age 16 and over// Other inactive// TOTAL: Marital Status// Males// Persons// Households with residents, residents in households"
S050445,"Age 16 and over// Other inactive// Single, Widowed or Divorced// Males// Persons// Households with residents, residents in households"
S050446,"Age 16 and over// Other inactive// Married// Males// Persons// Households with residents, residents in households"
S050447,"Age 16 and over// Other inactive// TOTAL: Marital Status// Females// Persons// Households with residents, residents in households"
